metabolite	mz_expected	name	empCpd	Feature_ID	ion_relation		DmPA_Lucas_cellmedia_IV7	DmPA_Lucas_cellmedia_IV8	DmPA_Lucas_cellmedia_IV9	DmPA_Lucas_cellmedia_IV13	DmPA_Lucas_cellmedia_IV14	DmPA_Lucas_cellmedia_IV15	DmPA_Lucas_cellmedia_IV28	DmPA_Lucas_cellmedia_IV29	DmPA_Lucas_cellmedia_IV30	DmPA_Lucas_cellmedia_IV40	DmPA_Lucas_cellmedia_IV41	DmPA_Lucas_cellmedia_IV42	id_number	mz	rtime	snr	p_genotype	p_treatment	p_tim3_hypoxia	p_tim3_normoxia	p_o2_tim3wt	p_o2_tim3ko
C00186	251.11576397863269	L-Lactate_dmpa*1	kp25_251.116	F26109	M0,Na/H	7251	31.157002052755992	32.05432743563879	30.80424386094844	27.38049577243116	30.747633109157587	27.792027711093663	31.47755859241852	29.895163011888048	30.590666536874192	28.574123119080383	29.11319596210244	27.8727925403582	F26109	274.1052	381.62	66	0.5223140472792303	0.0031056732049208925	0.9227809073060319	0.3132976561469902	0.11358679056394258	0.023591574649954723
C00186	251.11576397863269	L-Lactate_dmpa*1	kp25_251.116	F8385	13C/12C*4,M+H+	2300	26.00891330403695	28.47339749055589	26.023967587234104	15.2875866700712	24.679392030429074	18.479674056047525	26.71998978454716	24.09494906737406	25.41817481716033	18.844062773939697	15.2875866700712	15.2875866700712	F8385	256.1363	381.75	1123	0.1819038577843013	0.0004836379700091705	0.39684600350534543	0.27121702656157526	0.10648956881443838	0.005360342358741069
C00186	251.11576397863269	L-Lactate_dmpa*1	kp25_251.116	F4727	13C/12C*4,Na/H	1278	23.6523445265099	24.445003352367948	23.09691171506629	17.985560277407856	17.985560277407856	17.985560277407856	22.460376109515472	20.545805492102847	21.556753554283425	17.985560277407856	17.985560277407856	17.985560277407856	F4727	278.1188	381.62	7318	0.04960444951960723	5.385900580708901e-06		0.03611673997475807	0.004602576288230255	0.02360174767636854
C00186	251.11576397863269	L-Lactate_dmpa*1	kp25_251.116	F2945	13C/12C*3,Na/H	865	27.19439588170586	28.21672813251702	26.67917993490498	19.30519688317181	24.636565428126342	19.30519688317181	26.650195840549397	24.70004829660199	19.30519688317181	19.30519688317181	19.30519688317181	19.30519688317181	F2945	277.1157	381.49	6997	0.07543598212920222	0.004318073543169179	0.4226497308103747	0.221509566457668	0.06367262370327981	0.19290453026086607
C00186	251.11576397863269	L-Lactate_dmpa*1	kp25_251.116	F1449	13C/12C*2,Na/H	465	25.11496605036285	25.64389014226664	24.554931697176592	17.641352084938823	24.3110291823158	20.294498234717377	25.222484136399785	23.31375862194457	24.80979786347534	21.65247220221088	19.906691366726864	19.11237342833917	F1449	276.1107	381.62	588	0.5798724184379294	0.0024044957030563722	0.8192922409025356	0.3915288724059419	0.1504830420995609	0.01286600485794402
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F26110	M0,Na/H	7252	32.48784556045643	33.45663932565936	32.37910226878286	30.04808368620836	32.01539259696829	30.052828265020494	32.94200888710803	32.09753767204278	33.45039992958861	30.95855986083499	32.492645335416526	31.31063783361924	F26110	274.1052	384.24	70	0.34671202429757975	0.006637670388055668	0.33984489208553265	0.9206778114603202	0.06743176754178483	0.1126898218422223
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F8386	13C/12C*4,M+H+	2301	28.29575260066119	30.192395554673677	28.216439117559304	21.720696393508224	26.663998786465378	22.929211321298823	28.88986211936092	26.95351330376793	29.413267268990325	22.76312691088756	17.543096734676574	23.79853563443538	F8386	256.1363	384.24	1267	0.2895942267122969	0.0010444600666832168	0.38413048071720257	0.6513757087200175	0.05777965399076574	0.05315988872417005
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F26241	13C/12C,K/H	7295	22.620479846635632	19.39069146352908	22.589305377025827	19.39069146352908	19.39069146352908	19.39069146352908	19.39069146352908	22.85086063764952	22.636268969274976	21.74783214734807	19.39069146352908	21.718286386218768	F26241	291.0826	384.64	14961	0.35804061436432366	0.1334713592981273	0.18351965703771564	0.9552905035347743	0.18351301990197302	0.6503566565769463
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F4728	13C/12C*4,Na/H	1279	25.1551227651596	26.32134682775432	25.145959030148816	19.05541719582257	19.05541719582257	19.05541719582257	24.74585474745925	23.81466225118651	25.12231706204029	19.05541719582257	19.05541719582257	19.05541719582257	F4728	278.1188	384.24	24292	0.14467007636642876	1.111518320132756e-08		0.14985283622100476	0.0036018318588335783	0.004946250089802116
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F2946	13C/12C*3,Na/H	866	28.46195481182848	29.514906597706293	28.379483371074286	21.296793874211858	26.238100477218623	21.296793874211858	28.260472462474425	27.30941135878872	21.296793874211858	21.296793874211858	21.296793874211858	21.296793874211858	F2946	277.1157	384.38	9163	0.10262339950905905	0.0039669195835225326	0.42264973081037427	0.2824958436987517	0.06488260843471189	0.18568762875154227
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F153	13C/12C,Na/H	56	16.039290107280014	16.039290107280014	16.039290107280014	16.039290107280014	16.039290107280014	18.361201064185703	16.039290107280014	29.24070524206085	16.039290107280014	16.039290107280014	16.039290107280014	16.039290107280014	F153	275.1101	384.51	103	0.4461342354367659	0.4461342354367661	0.42264973081037494	0.4226497308103745	0.42264973081037494	0.4226497308103745
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F6440	13C/12C*2,M+H+	1770	29.46675767514707	31.238815813509007	29.320707097080916	26.049597602581105	29.315674053026704	26.207009790361106	30.61122716043916	28.70877452404697	31.199189014211164	27.188391553911384	30.125699498917875	27.2714614474136	F6440	254.1285	384.24	181	0.49895584172305685	0.01785979025292762	0.5232424519558818	0.874275969167343	0.09999334641162967	0.1855554285855048
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F7460	13C/12C*3,M+H+	2043	31.66261957975968	33.458433200404464	31.52857317766164	25.91536486656264	30.0050543366394	26.684041398053356	12.434256836841442	30.292065768469055	12.434256836841442	27.08355413422888	30.167315632606364	27.27474800629203	F7460	255.1328	384.24	45	0.11566480771820886	0.5171922543457173	0.7109415157737313	0.14436387966427988	0.04594084175535442	0.23974324073648753
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F25143	M0,K/H	6943	26.50038651329731	27.462617977389502	26.41843607966018	23.93669381530503	26.0398098680903	23.765103206329783	26.877780818601877	26.080190849512043	27.46192174034309	24.94556826931526	26.0578403336886	25.25135546942893	F25143	290.0789	384.24	99999	0.39110169545062357	0.004121366967536033	0.3787102647088029	0.9816296783051308	0.07618251026317631	0.0578424412812078
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F5432	13C/12C,M+H+	1475	32.77423718388096	34.49239729471697	32.62516049182548	29.632197442243918	32.78958663439298	29.80991384785072	33.97794094814835	32.10761894132875	34.5354748807212	30.64877688194549	33.63586760498335	30.836736677346483	F5432	253.1261	384.24	3	0.474918290903381	0.023944249008930597	0.531537560425785	0.8106917130030507	0.1141652999113808	0.21028185454168083
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F150	13C/12C,Na/H	54	29.65604413162024	30.60270371185196	29.51720171728133	27.188256934452248	29.138310989148	27.20643385805344	30.08301335759144	24.86632887730069	30.61327093056351	28.14255454358731	29.664472747294557	28.452933441598866	F150	275.1084	384.24	915	0.8154686683329739	0.39327650745007237	0.32339006689690086	0.5255664745252009	0.06456042244508028	0.912286832723816
C00186	251.11576397863269	L-Lactate_dmpa*1	kp26_251.1158	F1450	13C/12C*2,Na/H	466	26.290419404855783	27.264372063044696	26.179832296128613	23.350161051246047	25.46621593885229	23.46017330936292	26.602127439504866	25.888011248134603	27.224024156543795	24.20483267628896	26.00071915329798	24.82693441713953	F1450	276.1107	384.38	1634	0.3856306461171187	0.002899670594927996	0.3524240356969566	0.9901216503141297	0.04943461115403319	0.08097594307505086
