	DmPA_Lucas_cellpellets_IV7	DmPA_Lucas_cellpellets_IV8	DmPA_Lucas_cellpellets_IV9	DmPA_Lucas_cellpellets_IV13	DmPA_Lucas_cellpellets_IV14	DmPA_Lucas_cellpellets_IV15	DmPA_Lucas_cellpellets_IV28	DmPA_Lucas_cellpellets_IV29	DmPA_Lucas_cellpellets_IV30	DmPA_Lucas_cellpellets_IV40	DmPA_Lucas_cellpellets_IV41	DmPA_Lucas_cellpellets_IV42	id_number	mz	rtime	snr	p_genotype	p_treatment	p_tim3_hypoxia	p_tim3_normoxia	p_o2_tim3wt	p_o2_tim3ko	name	ion_relation	isotopologue
12	21.532802305754	19.943130828907027	20.42565471855399	21.84182617020249	21.75052189696959	21.101035028793287	20.65968549077144	21.368638522800275	21.787183478427465	21.7703648626942	20.768123359678068	21.7997023642293	F1620	327.1333	381.62	3	0.4842057891679804	0.1552290189550873	0.7895921918193836	0.3355616187220244	0.176818788309205	0.7310259783831734	S-Succinyldihydrolipoamide	NH4+	m+13C*2
13	24.09082065248611	18.77757661170084	22.952189404894213	22.72745406675685	23.062696120089484	22.248465468751704	23.59231507628392	23.01303956616943	22.840268895392988	22.79152165959289	22.671892776903764	23.001574215163046	F1621	327.1333	385.43	9	0.4195402974364762	0.8019469486390065	0.621104069314062	0.5333922793385604	0.6933671345296544	0.2867407031973999	S-Succinyldihydrolipoamide	NH4+	m+13C*2
14	23.57574956713048	21.68759368128774	23.15534878119241	22.62610405894232	22.104626039644327	22.74481794574549	22.860564734501686	22.420485257898143	22.47355307236005	23.1017120958486	22.09582643010724	23.055267192756773	F1622	327.1333	387.13	10	0.9570375908755306	0.8324606843297918	0.5427546538888149	0.7397310432690127	0.6463673338564102	0.6759380386333191	S-Succinyldihydrolipoamide	NH4+	m+13C*2
15	21.085413355059817	15.840015500788006	18.32319278478577	19.83281723401593	21.338509072942248	21.11575785263139	21.29198265934023	15.840015500788006	21.42663584949521	18.6355305623705	18.586988383671635	19.525170744208125	F1661	327.1417	419.7	3	0.7738113565033413	0.5049019580167331	0.0375373639035515	0.6683389860627482	0.2577894721768513	0.7755062741251885	(S)-Malate_dmpa*1	ACN+	m+13C*3
16	28.336895246921816	16.539788805968296	16.539788805968296	20.92637532442384	22.022868473145618	22.36513197376953	16.539788805968296	27.21429193486965	24.80789443583066	16.539788805968296	21.25086041107976	22.157585132126485	F1795	277.1159	385.16	1560	0.9129481807264934	0.7724827500240135	0.413837908602161	0.6650764716169093	0.7731348241029335	0.4900691338168295	(S)-Lactate_dmpa*1	Na+	m+13C*3
17	21.36452454167152	19.042598584113648	19.042598584113648	19.042598584113648	19.042598584113648	19.042598584113648	19.042598584113648	19.042598584113648	19.042598584113648	19.042598584113648	19.042598584113648	19.042598584113648	F2400	304.1056	412.35	98	0.3434363961379164	0.3434363961379145		0.4226497308103742	0.4226497308103742		Succinate_dmpa*1	Na+	m+13C*2
18	22.972169994894344	23.241432914643223	22.92867615845132	23.56468353847384	23.22869969170948	23.45182350019214	23.099634546165493	23.39995998446013	23.62169633251949	23.37009129734496	22.922346824899247	22.55362646880061	F2529	278.1023	455.68	1113	0.7317861691505725	0.8878979454630508	0.1767901323433854	0.1562420343686548	0.0572540562187154	0.2160921728202026	Fumarate_dmpa*1	H+	M0
19	21.67155590061908	22.468989472820137	22.42686110516987	22.61700977173654	22.6253565433183	22.14579293807644	22.11191598708588	22.2728945514041	22.548725217278903	22.338813105096285	21.88818823795682	21.92920468910032	F2653	251.1109	466.71	284	0.4699102186762713	0.9706468493873346	0.1281408399025512	0.7017874848215748	0.4283239094188769	0.2499651307034896	Pyruvate_dmpa*1	H+	m+13C*1
20	21.12058602449592	18.81439670561186	19.32806024813236	19.805451370637705	18.978683820075272	20.666166221898006	20.55489452263993	20.16537298277996	18.851794772818728	20.166409275185742	20.45365804044805	20.628357557729835	F2654	251.1109	472.36	525	0.4837224049028178	0.5344082254200996	0.3435285644635067	0.9117690085741366	0.94551538933748	0.3926599768146753	Pyruvate_dmpa*1	H+	m+13C*1
21	21.15942008840528	20.73984243316637	20.00528444308562	20.412523753882564	20.276495710854324	20.7248882731948	20.310570506922588	20.2512269373411	20.38201512589449	20.99935396093148	20.717817886299887	19.071824748210805	F2655	251.1109	476.29	357	0.4463789893588252	0.7532501938748828	0.7647403220775292	0.4428847429418023	0.6867023122840757	0.9394707951461574	Pyruvate_dmpa*1	H+	m+13C*1
22	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	21.26773817435281	18.9458123651014	F3117	279.0658	446.22	360	0.3434363961379102	0.3434363961379121	0.4226497308103742			0.4226497308103742	D-Glucose 1-phosphate	NH4+	m+13C*1
23	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	21.26773817435281	18.9458123651014	F3117	279.0658	446.22	360	0.3434363961379102	0.3434363961379121	0.4226497308103742			0.4226497308103742	alpha-D-Glucose 6-phosphate	NH4+	m+13C*1
24	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	21.26773817435281	18.9458123651014	F3117	279.0658	446.22	360	0.3434363961379102	0.3434363961379121	0.4226497308103742			0.4226497308103742	D-Glucose 6-phosphate	NH4+	m+13C*1
25	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	21.26773817435281	18.9458123651014	F3117	279.0658	446.22	360	0.3434363961379102	0.3434363961379121	0.4226497308103742			0.4226497308103742	D-Fructose 6-phosphate	NH4+	m+13C*1
26	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	21.26773817435281	18.9458123651014	F3117	279.0658	446.22	360	0.3434363961379102	0.3434363961379121	0.4226497308103742			0.4226497308103742	beta-D-Fructose 6-phosphate	NH4+	m+13C*1
27	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	18.9458123651014	21.26773817435281	18.9458123651014	F3117	279.0658	446.22	360	0.3434363961379102	0.3434363961379121	0.4226497308103742			0.4226497308103742	beta-D-Glucose 6-phosphate	NH4+	m+13C*1
28	21.00213561733676	24.0355028793172	23.48154047507214	21.00213561733676	23.91839405877671	21.00213561733676	21.00213561733676	24.51715906791908	21.00213561733676	21.00213561733676	21.00213561733676	21.00213561733676	F3188	279.1	439.13	2567	0.3567633812599554	0.2578159412653236	0.4226497308103754	0.680647269502815	0.5555862667948068	0.4226497308103736	Fumarate_dmpa*1	+	m+13C*2
29	30.76391874566229	28.39349136560761	28.56526429460177	28.252047280454978	29.046504760816823	29.716108217083512	29.55098240129852	29.53918076917224	28.639528393735617	28.937104452013696	29.17176188385813	29.094089551523563	F3728	280.118	412.61	5	0.9421962595666494	0.6486022502853475	0.8964297619044261	0.9979293061611052	0.8036959904192515	0.6230665035200845	Succinate_dmpa*1	H+	M0
30	30.76391874566229	28.39349136560761	28.56526429460177	28.252047280454978	29.046504760816823	29.716108217083512	29.55098240129852	29.53918076917224	28.639528393735617	28.937104452013696	29.17176188385813	29.094089551523563	F3728	280.118	412.61	5	0.9421962595666494	0.6486022502853475	0.8964297619044261	0.9979293061611052	0.8036959904192515	0.6230665035200845	S-Acetyldihydrolipoamide	ACN+	m+13C*2
31	22.33604862808477	22.356690945196	22.06093225136445	22.32626529359174	22.349579347660374	22.42133498694413	22.16999001188716	22.364986708569656	22.237404863485192	22.12880091803664	22.16761329603337	22.21702190799658	F3884	329.152	503.61	895	0.1798251011546217	0.8325544158209174	0.007351034070722	0.9585110459971586	0.3532457084912498	0.2689389773498927	2-Oxoglutarate_dmpa*1	NH4+	m+13C*4
32	16.335768760779086	20.14466232603538	18.65768290129668	16.335768760779086	16.335768760779086	16.335768760779086	19.73608268786149	16.335768760779086	20.174012939395293	19.43353940818052	19.83943361582394	16.335768760779086	F3988	329.2224	362.45	2322	0.2233417719107494	0.2805008355404635	0.1850424383327455	0.8332893868959976	0.2065091425905469	0.9033742323113192	Ubiquinone	H+	m+13C*10
33	20.154104886371343	19.9190983538268	19.36323185382141	14.886376307976644	22.53920945127697	23.44389338699492	18.297347505025645	17.208266294134834	18.42807292937049	18.8238072459638	19.33247779614772	21.119217669765888	F4132	253.1181	373.48	5	0.4055799867303313	0.4264046046503557	0.8652895575697223	0.0225565980038466	0.8767523498813286	0.1077191162227682	Pyruvate_dmpa*1	H+	m+13C*3
34	22.512974497350264	21.507014637923408	21.381243404670464	18.91937174636503	22.79968926047816	23.56646867524103	21.241297513340808	21.41387469406376	21.706617288740297	21.358080276201235	21.853746392210425	21.907891042756976	F4133	253.1181	377.68	4	0.7830940150056895	0.8831946692862785	0.9729488465910432	0.4424870609515047	0.9813714269995432	0.3212508541395183	Pyruvate_dmpa*1	H+	m+13C*3
35	20.32314554600554	21.26834305423225	21.041563446072256	16.154102732185535	21.64652632221405	20.88252425014249	20.03053057529244	16.154102732185535	19.30951703515897	16.154102732185535	18.476015000115524	20.1838399841846	F4134	253.1181	380.17	4	0.1453743496822496	0.5193738228986458	0.5725257078583653	0.178090886022667	0.5248767862306593	0.8984151693414542	Pyruvate_dmpa*1	H+	m+13C*3
36	21.130410710843627	19.298653142194432	20.260207893724765	15.642094141607636	20.84381187070724	23.04963259310269	17.96399966665962	19.51547038222252	18.48713360713345	20.071637201500305	19.692936034356112	20.861448680622804	F4135	253.1181	386.87	9	0.6097315357837473	0.6220606685333276	0.8845004996707346	0.0886664183976549	0.8790100540485128	0.0573258343648982	Pyruvate_dmpa*1	H+	m+13C*3
37	21.164439318791555	21.427796155987057	22.02844188998388	15.91039048399692	23.80896622327106	24.476608508678268	20.884957283655112	19.66853229998876	18.232299839187128	21.02355757252883	20.79882068400732	22.589305542545297	F4136	253.1181	390.94	32	0.5254533982817535	0.556059638818655	0.9817346021166552	0.1150162425472433	0.963719476917423	0.1262790303675186	Pyruvate_dmpa*1	H+	m+13C*3
38	20.023847839345	22.22611610914017	22.283886578976343	17.701925157667787	24.101236822811533	24.73510917337361	21.221719514332616	20.2799540296632	20.197441351739897	20.971712894223405	21.7560638704606	23.34698318557797	F4137	253.1181	394.75	65	0.6525759229077546	0.3912566443470856	0.9527378169111028	0.3360697708441014	0.7999162619123791	0.1603595715234813	Pyruvate_dmpa*1	H+	m+13C*3
39	20.25283908371095	24.137591430530595	24.304317040776017	20.25283908371095	25.9240671996155	26.595277560716006	23.282488649344888	22.706039706366766	22.574766254852243	23.243879812240163	23.660818158426142	25.160773792042264	F4138	253.1181	401.32	112	0.9078001255358416	0.3094263064596558	0.919386057797397	0.976771209219027	0.6070302896953907	0.1729947641235407	Pyruvate_dmpa*1	H+	m+13C*3
40	31.909895220337443	31.050044277258024	31.09913395799816	29.587073471494246	30.955503373368263	30.6178335653108	31.93692818210612	31.63264980009301	30.04853244010195	30.37571828406343	30.22805687293973	30.88187185924906	F4168	253.1262	385.43	20	0.9602386828234254	0.0528298572687045	0.8282510167180472	0.8358720805580427	0.133569522007825	0.3498019821786006	(S)-Lactate_dmpa*1	H+	m+13C*1
41	21.58122082816965	21.98457309100996	20.95290603356636	21.72971153554422	21.86660154597028	21.45949287626256	21.53538801484556	21.83088793184968	21.79255969647533	22.13219042799188	21.16648846236801	21.48024826128452	F4360	281.1213	484.04	15	0.7833905554201894	0.9051362468852574	0.7864685409972211	0.5571444512983181	0.6232601192426004	0.706785901927507	S-Acetyldihydrolipoamide	ACN+	m+13C*3
42	21.58122082816965	21.98457309100996	20.95290603356636	21.72971153554422	21.86660154597028	21.45949287626256	21.53538801484556	21.83088793184968	21.79255969647533	22.13219042799188	21.16648846236801	21.48024826128452	F4360	281.1213	484.04	15	0.7833905554201894	0.9051362468852574	0.7864685409972211	0.5571444512983181	0.6232601192426004	0.706785901927507	Succinate_dmpa*1	H+	m+13C*1
43	28.638929968867583	27.723990506429363	27.786205394001268	26.03139203605946	27.425472758009303	27.11855380610097	28.537694168194875	28.258368568488564	26.51888030004965	26.83830537868408	26.654833421162422	27.34368472275545	F4804	254.1284	385.43	6009	0.817205099190425	0.0330530766574774	0.865248087434562	0.7181275980777688	0.0899058841844599	0.3205473612197288	(S)-Lactate_dmpa*1	H+	m+13C*2
44	21.166235681123226	17.785079339874848	19.36849779818625	18.550473610983648	15.254567868011172	19.47722679235188	19.28924045350362	15.254567868011172	19.50942381324946	20.60415306062602	17.82612771250538	19.77910433286596	F4992	308.113	377.81	7	0.9282535340249588	0.904382806979162	0.3512003348498101	0.4531088708360413	0.3599678163021447	0.4480988944773254	2-Oxoglutarate_dmpa*1	H+	M0
45	21.43547710651881	18.7220556277094	19.535027686370587	19.28504109731929	18.963086744296263	20.18784768831076	20.768983260222704	19.491024832107914	19.35097581807511	20.81795690651013	18.81591680538409	20.47605103712268	F4993	308.113	380.96	4	0.646634754634231	0.8265269293637504	0.4901375493710334	0.978241931451764	0.6700032391677384	0.8395493710277281	2-Oxoglutarate_dmpa*1	H+	M0
46	23.21447775225377	20.452565689361656	22.24058744695316	22.407882727602185	21.95225693612879	22.15846332222175	23.132473747580143	21.56785920342121	21.46602081665684	22.72829020445269	22.74756772941307	22.93325659204933	F4996	308.113	405.91	86	0.4675362772584596	0.3401675112049463	0.0245129643939464	0.9341651555002222	0.8258680907069446	0.2993486798635682	2-Oxoglutarate_dmpa*1	H+	M0
47	18.12140897534461	18.12140897534461	18.12140897534461	18.12140897534461	18.12140897534461	18.12140897534461	18.12140897534461	18.12140897534461	21.324620617238555	18.12140897534461	18.12140897534461	20.938544253579767	F5411	331.0733	471.17	2764	0.1688298457078353	0.9256654525365542	0.4226497308103731	0.4226497308103742		0.9323038506500672	Phosphoenolpyruvate_dmpa*1	+	m+13C*2
48	22.45347898971319	19.81049700271205	21.13280666241439	21.656150381992635	21.84770312691344	20.374398003581483	20.853009732285376	21.225915919374337	20.365804435863048	21.203103675544185	20.620794284442443	16.738126294785214	F5556	309.1325	369.01	4	0.2388568344098383	0.5109106981234286	0.3337131060369516	0.724719453301925	0.8677484398818863	0.4542395792306314	Fumarate_dmpa*1	ACN+	m+13C*3
49	19.883269634415708	20.027194505777203	17.56134750676223	21.303139123143044	21.257795989891388	21.919462477717737	22.78324328128873	22.052887502849725	23.348880965970185	22.34751501455236	21.302440124344216	22.629469462162213	F5563	309.1325	442.81	14	0.0135932982975425	0.2436652196841566	0.2794607203780508	0.0301134507482452	0.091066837453319	0.3135433688437845	Fumarate_dmpa*1	ACN+	m+13C*3
50	21.88781202838728	22.660294717638	22.88545830811809	21.831713013518588	22.445874481515293	21.72070943879153	22.66288015140416	22.60649565459376	22.13198933633957	22.41583545647981	19.373368551094856	22.38129309234725	F5662	331.2266	596.71	189	0.5681561850126343	0.1713984977719498	0.6103840448374294	0.9771133738194668	0.27835304680801	0.3976422744746536	Ubiquinone	+	m+13C*13
51	20.51046185981532	19.82308770024125	19.932491703909893	19.52445620611209	20.205510500539752	19.81459086882632	20.25560296996317	19.853277569652427	19.81260149224669	20.11359781564316	17.143404229884684	20.015809220659367	F5663	331.2266	627.04	440	0.4017661784823898	0.2862918280832296	0.5204464955320093	0.680055448202699	0.4545839585338371	0.4611154737888996	Ubiquinone	+	m+13C*13
52	30.669838329778543	29.64162736060858	29.840793962553303	23.694462753527866	21.145066958105566	25.081903120137724	29.671097401124086	29.580314878840493	27.03175653304793	23.88206103945089	23.998770944466383	24.74276785569336	F5884	255.1328	385.43	191	0.8123772534559587	5.673492790700572e-05	0.5193741713699112	0.2716493270586599	0.0217455895864918	0.0257396106770359	(S)-Lactate_dmpa*1	H+	m+13C*3
53	22.53865012492177	22.66753066699328	22.598499533702725	22.768280629261863	22.72525435532641	22.8904746414386	22.59869437713061	22.93733593938592	22.784978980240496	22.798292188782654	22.63880107322328	22.56262443203912	F6362	332.1493	506.63	64	0.7919485460782945	0.6082265400904884	0.2147632697374615	0.2140147073523508	0.0393524415192779	0.4278285049628582	S-Succinyldihydrolipoamide	NH4+	m+13C*7
54	21.14934690091943	20.7344183274288	21.861361216198315	21.59802206015448	21.365954440318408	21.50531854506472	20.82100615675125	20.69163356794132	21.56124425460075	21.91156502333051	20.29414351238777	21.732350211712784	F6417	310.1438	396.59	580	0.5413555626669337	0.4234559068441097	0.76334418740653	0.6283352952347364	0.5419123476766452	0.6526875959940264	Succinate_dmpa*1	ACN+	m+13C*2
55	17.873771316654306	19.8732242128892	16.582977470914653	19.16885527514037	19.562917016474504	19.10605932502776	17.621421274851375	19.206583634235987	17.06433581758627	18.58835744600873	19.13875130841262	18.52388163011561	F6422	310.1438	491.4	1361	0.560817446302972	0.1140443427775167	0.1001946917895708	0.9062026124365634	0.3459179815417681	0.3455472307103016	Succinate_dmpa*1	ACN+	m+13C*2
56	18.36494501309336	17.384733881438297	17.839625179316474	19.110982204594706	17.301023234168532	18.476472117762	19.105545955217497	19.290517201762736	18.60288185515788	19.51773119822851	18.72785312281933	18.66180211835106	F6423	310.1438	495.86	660	0.0244688289060135	0.5631694550476334	0.3417595114374324	0.0359016015386947	0.5224536709482833	0.9337473552901168	Succinate_dmpa*1	ACN+	m+13C*2
57	18.910888381566444	18.910888381566444	18.910888381566444	21.936610810929363	18.910888381566444	18.910888381566444	18.910888381566444	21.83283301208137	21.23281413481325	18.910888381566444	18.910888381566444	18.910888381566444	F7343	311.1469	421.93	5	0.6481753319008202	0.6481753319008237	0.4226497308103751	0.1887965319065571	0.4226497308103751	0.1887965319065571	Succinate_dmpa*1	ACN+	m+13C*3
58	23.592454797257844	24.53006448099648	24.214130385540503	24.806002450314296	24.148074165297057	24.061264095576103	24.426508244984017	24.13947506236717	25.02833724154708	24.471058820440653	23.41297460376285	23.48022985149587	F7365	311.1616	364.55	14983	0.8375304776472468	0.4267410935185258	0.2638130314142449	0.3320547358205065	0.566803675713965	0.1643610990316988	2-Acetolactate_dmpa*1	NH4+	M0
59	18.25374737670533	18.25374737670533	21.464805774769182	21.67018400505417	21.191239498968507	18.25374737670533	21.45509580051916	21.270145759173257	21.4446696481164	21.451472700445912	21.16823969379731	20.575671778930435	F8126	312.1231	494.02	3	0.1024469960948001	0.6452886387321966	0.5865101011204402	0.1930074534556402	0.526522799666646	0.3344117059928184	2-Oxoglutarate_dmpa*1	+	m+13C*5
60	19.96762280238233	19.96762280238233	22.71555761186616	23.380595683164625	23.06332855964037	19.96762280238233	22.996950567738978	23.169035362069224	23.18813619649573	23.187684086202527	22.70902866367852	22.52335192063773	F8127	312.1231	499.27	10	0.0766248630698778	0.5327081283939556	0.6032736106647937	0.13425926358925	0.429374223563136	0.2522509638750767	2-Oxoglutarate_dmpa*1	+	m+13C*5
61	18.28739629140119	18.28739629140119	21.97747241067332	22.34721142347667	21.59457868819791	18.28739629140119	22.01107577834292	21.833490351668623	22.01072473792544	22.13734979570761	21.91974034324082	21.767040307308648	F8129	312.1231	513.85	4	0.0620718988391234	0.4942739020900072	0.4380969677197561	0.1861088621914519	0.5226375425769779	0.9376667390677164	2-Oxoglutarate_dmpa*1	+	m+13C*5
62	18.13795633614311	18.13795633614311	21.71453692937211	22.188542359126107	21.67430281724016	18.13795633614311	21.838774751466985	21.767679737515813	22.097558994925905	21.98583816671052	21.298255264580856	20.82173935307326	F8131	312.1231	541.82	4	0.1006990251740916	0.6638604720316198	0.6416591190819769	0.1628651630039144	0.4863347537867088	0.2516051966383792	2-Oxoglutarate_dmpa*1	+	m+13C*5
63	17.60460105064343	17.60460105064343	21.881590733174328	22.51799003607561	22.12691107829205	17.60460105064343	22.09708885937825	21.39842458591862	21.89504409174977	22.20370955793861	21.6351635529366	20.70582241833933	F8132	312.1231	549.17	6	0.1366064900192257	0.5225359136984277	0.680584810742463	0.1895972784544578	0.4643344594831239	0.6024986056042412	2-Oxoglutarate_dmpa*1	+	m+13C*5
64	28.76224942541489	28.86680325301574	28.45956172954221	27.96209290689428	28.59468189792466	28.7782670945872	28.797027981952034	25.64016483407709	25.64016483407709	28.17529882964573	25.64016483407709	25.64016483407709	F8997	313.1159	377.28	3324	0.0137536678801123	0.7322341923991161	0.1372746264937435	0.1957656384714327	0.4310929326629355	0.8857215763208304	S-Succinyldihydrolipoamide	H+	m+13C*5
65	29.70513593726115	29.65919648462372	29.58937974738351	28.68715620831714	29.272985315749025	29.46894312246313	29.74518322989664	26.365228126781584	26.365228126781584	28.88438910294464	26.365228126781584	26.365228126781584	F8998	313.1159	379.39	3324	0.0139020420593804	0.5691073130843596	0.1390059811103828	0.1952396011878382	0.1604283660091214	0.848937691096212	S-Succinyldihydrolipoamide	H+	m+13C*5
66	25.682257232961373	25.682257232961373	25.682257232961373	25.682257232961373	25.682257232961373	25.682257232961373	25.682257232961373	25.682257232961373	25.682257232961373	25.682257232961373	25.682257232961373	25.682257232961373	F9000	313.1159	453.45	1118	0.7044315382036515	0.4724044424553536					S-Succinyldihydrolipoamide	H+	m+13C*5
67	27.577681662558973	27.577681662558973	27.577681662558973	27.577681662558973	27.577681662558973	27.577681662558973	27.577681662558973	27.577681662558973	27.577681662558973	27.577681662558973	27.577681662558973	27.577681662558973	F9001	313.1159	497.7	3562	0.0	0.0					S-Succinyldihydrolipoamide	H+	m+13C*5
68	24.56635497710561	24.56635497710561	24.56635497710561	24.56635497710561	24.56635497710561	24.56635497710561	24.56635497710561	24.56635497710561	24.56635497710561	24.56635497710561	24.56635497710561	24.56635497710561	F9002	313.1159	499.01	1382	0.99613552171582	0.4724044424553536					S-Succinyldihydrolipoamide	H+	m+13C*5
69	21.44862489380838	21.66381579795116	21.585652581023563	21.480496542556374	20.87285654491424	22.257945633635217	21.637313823586727	22.47175058992128	21.101465822973296	22.201191863317348	22.074336995480632	21.70203607291496	F9052	313.1395	460.27	10	0.2945432340926336	0.6963526334027548	0.3775374023891225	0.7115777285195772	0.949372723525095	0.597319579819821	(S)-Malate_dmpa*1	NH4+	M0
70	25.87270161001112	24.81812955809461	24.713560836929204	24.56982337365014	24.98123066325397	25.73650988575957	25.45642697685448	25.72302908063964	24.964780123934435	25.33678959363349	25.52798607780184	25.2895434785593	F9053	313.1395	472.49	2519	0.3332452344748337	0.9473219357564988	0.4888301658427004	0.6046882444318235	0.9421140747996712	0.989624891898104	(S)-Malate_dmpa*1	NH4+	M0
